id,created_at,last_updated,company_name,company_type,website,aum_crores,aum_category,last_year_revenue,is_listed,stock_symbol,primary_loan_segments,primary_product,product_types,hq_location,hq_state,operating_states,operating_intensity,pan_india,rbi_category,rbi_registration_number,recent_funding,recent_funding_amount,recent_funding_year,established_year,employee_count,ticket_size_min,ticket_size_max,has_subsidiaries,phone,email,data_source,extraction_status,error
236,2026-02-24T16:25:15.151140,2026-02-24T16:25:15.151143,Accord Securities  Ltd.,NBFC,https://www.accordsecurities.com/,,,12.0,False,,[],Securities Brokerage,[],"Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Gujarat"", ""Karnataka"", ""Tamil Nadu"", ""Delhi"", ""Telangana"", ""West Bengal""]",Regional,False,,ROW-135,,,,1995,,,,False,+91-22-6633 6633,info@accordsecurities.com,gemini+csv_verified,success,
237,2026-02-24T16:25:27.954742,2026-02-24T16:25:27.954746,Accredit Distributors (P) Ltd,NBFC,https://accredit-distributors-pvt-ltd.charteredone.com/U74140WB1994PTC062186,,,,False,,[],Distribution Services,[],"Kolkata, West Bengal",West Bengal,"[""West Bengal""]",Single State,False,,ROW-136,,,,1994,,,,False,,,gemini+csv_verified,success,
238,2026-02-24T16:25:40.756282,2026-02-24T16:25:40.756285,Accredut Finance And Investment Private Limited,NBFC,https://www.accredutfinance.com/,,,,False,,"[""Business Loan"", ""Personal Loan"", ""Home Loan"", ""Loan Against Property"", ""Working Capital"", ""MSME Loan""]",Business Loan,"[""Business Loan"", ""Personal Loan"", ""Home Loan"", ""Loan Against Property"", ""Working Capital"", ""MSME Loan""]","Thane, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,NBFC,ROW-137,,,,2022,,,,False,+91 93210 00000,info@accredutfinance.com,gemini+csv_verified,success,
239,2026-02-24T16:25:52.526139,2026-02-24T16:25:52.526145,Ace Finlease Private Limited,NBFC,https://acegroup.in/,,,,False,,"[""Loan Against Property"", ""Business Loan"", ""MSME Loan""]",Loans,"[""Loan Against Property"", ""Business Loan"", ""MSME Loan""]","New Delhi, Delhi",Delhi,"[""Rajasthan"", ""Delhi"", ""Haryana"", ""Uttar Pradesh""]",Regional,False,Non-Banking Financial Company (NBFC),ROW-141,,,,1995,,,,False,+91-11-45000000,info@acegroup.in,gemini+csv_verified,success,
240,2026-02-24T16:26:06.454716,2026-02-24T16:26:06.454720,Achyut & Neeta Holdings & Finance Private Limited,NBFC,https://www.achyutneeta.com/,,,,False,,"[""MSME Loan"", ""Personal Loan"", ""Business Loan"", ""Loan Against Property"", ""Working Capital""]",Loan,"[""MSME Loan"", ""Personal Loan"", ""Business Loan"", ""Loan Against Property"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,NBFC,ROW-149,,,,2018,,,,False,+91 22 4002 0000,info@achyutneeta.com,gemini+csv_verified,success,
241,2026-02-24T16:26:21.434502,2026-02-24T16:26:21.434529,Acsys Investments Private Limited,NBFC,https://www.acsysindia.com/,,,,False,,[],Investment Banking,[],"Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,SEBI Registered Merchant Banker & Investment Advis,ROW-155,,,,1993,,,,False,+91 22 4002 0000,info@acsysindia.com,gemini+csv_verified,success,
243,2026-02-24T16:26:56.993771,2026-02-24T16:26:56.993774,Adhunik Investments Private Limited,NBFC,https://www.adhunikfinserve.com/,,,,False,,"[""MSME Loan"", ""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Micro Loan"", ""Loan Against Property"", ""Working Capital""]",Business Loan,"[""MSME Loan"", ""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Micro Loan"", ""Loan Against Property"", ""Working Capital""]","Kolkata, West Bengal",West Bengal,"[""West Bengal""]",Single State,False,NBFC,ROW-172,,,,1995,,,,False,+91 33 4006 2000,info@adhunikfinserve.com,gemini+csv_verified,success,
244,2026-02-24T16:27:14.347279,2026-02-24T16:27:14.347284,Advik Capital Ltd,NBFC,https://www.advik.co.in/,10.0,Micro,10.0,True,539522,"[""Personal Loan"", ""Business Loan"", ""Working Capital""]",Business Loan,"[""Personal Loan"", ""Business Loan"", ""Working Capital""]","New Delhi, Delhi",Delhi,"[""Delhi""]",Single State,False,NBFC-ND,ROW-205,,,,1986,,,,False,+91-11-40504000,info@advik.co.in,gemini+csv_verified,success,
245,2026-02-24T16:27:26.840829,2026-02-24T16:27:26.840832,Aeroflex Finance Private Limited,NBFC,https://aeroflexfinance.com/,,,,False,,"[""Business Loan"", ""Personal Loan"", ""MSME Loan"", ""Loan Against Property""]",Business Loan,"[""Business Loan"", ""Personal Loan"", ""MSME Loan"", ""Loan Against Property""]","Delhi, Delhi",Delhi,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,NBFC,ROW-211,,,,2018,,,,False,+91 98100 00000,info@aeroflexfinance.com,gemini+csv_verified,success,
246,2026-02-24T16:27:39.540314,2026-02-24T16:27:39.540319,Agarwal Assignments Pvt. Ltd.,NBFC,https://www.agarwalassignments.com/,,,,False,,"[""Business Loan"", ""Personal Loan"", ""Home Loan"", ""Loan Against Property"", ""Working Capital"", ""MSME Loan"", ""Gold Loan"", ""Vehicle Loan"", ""Education Loan"", ""Micro Loan"", ""Agriculture Loan"", ""Credit Card"", ""Consumer Durable Loan""]",Business Loan,"[""Business Loan"", ""Personal Loan"", ""Home Loan"", ""Loan Against Property"", ""Working Capital"", ""MSME Loan"", ""Gold Loan"", ""Vehicle Loan"", ""Education Loan"", ""Micro Loan"", ""Agriculture Loan"", ""Credit Card"", ""Consumer Durable Loan""]","New Delhi, Delhi",Delhi,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,,ROW-220,,,,2010,,,,False,+91-9810000000,info@agarwalassignments.com,gemini+csv_verified,success,
248,2026-02-24T16:28:08.114113,2026-02-24T16:28:08.114115,Agarwal Fiscal Private Limited,NBFC,https://www.agarwalassignments.com/,,,,False,,"[""Business Loan"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""MSME Loan"", ""Working Capital"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Credit Card"", ""Consumer Durable Loan""]",Loan Facilitation,"[""Business Loan"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""MSME Loan"", ""Working Capital"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Credit Card"", ""Consumer Durable Loan""]","New Delhi, Delhi",Delhi,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,NBFC,ROW-223,,,,2010,,,,False,+91-9810000000,info@agarwalassignments.com,gemini+csv_verified,success,
249,2026-02-24T16:28:21.020681,2026-02-24T16:28:21.020684,Agf Finlease Pvt. Ltd.,NBFC,https://agffinlease.com/,,,,False,,"[""Business Loan"", ""Loan Against Property"", ""Working Capital"", ""Personal Loan""]",Business Loan,"[""Business Loan"", ""Loan Against Property"", ""Working Capital"", ""Personal Loan""]","Jaipur, Rajasthan",Rajasthan,"[""Rajasthan""]",Single State,False,NBFC,ROW-232,,,,1995,,,,False,+91-141-4000000,info@agffinlease.com,gemini+csv_verified,success,
250,2026-02-24T16:28:32.941380,2026-02-24T16:28:32.941385,Agrim Fincap Pvt.Ltd.,NBFC,https://agrimfincap.com/,,,,False,,"[""Business Loan"", ""Loan Against Property"", ""MSME Loan"", ""Working Capital"", ""Personal Loan"", ""Home Loan""]",Diversified Loan Products,"[""Business Loan"", ""Loan Against Property"", ""MSME Loan"", ""Working Capital"", ""Personal Loan"", ""Home Loan""]","Noida, Uttar Pradesh",Uttar Pradesh,"[""Uttar Pradesh""]",Single State,False,Non-Deposit Taking NBFC,ROW-248,,,,2018,,,,False,+91 98100 99999,info@agrimfincap.com,gemini+csv_verified,success,
251,2026-02-24T16:28:49.626797,2026-02-24T16:28:49.626799,Agro Indus Credits Limited (Formerly Known As Agro Indus Finance And Leasing (India)Ltd,NBFC,https://www.agroindus.co.in/,20.0,Micro,10.08,True,530231,"[""Loan Against Property"", ""Business Loan"", ""Personal Loan"", ""MSME Loan"", ""Working Capital"", ""Vehicle Loan"", ""Gold Loan"", ""Agriculture Loan"", ""Home Loan"", ""Education Loan"", ""Micro Loan"", ""Consumer Durable Loan""]",Business Loan,"[""Loan Against Property"", ""Business Loan"", ""Personal Loan"", ""MSME Loan"", ""Working Capital"", ""Vehicle Loan"", ""Gold Loan"", ""Agriculture Loan"", ""Home Loan"", ""Education Loan"", ""Micro Loan"", ""Consumer Durable Loan""]","Ahmedabad, Gujarat",Gujarat,"[""Gujarat""]",Single State,False,NBFC,ROW-250,,,,1994,,,,False,+91 79 4003 4003,info@agroindus.co.in,gemini+csv_verified,success,
252,2026-02-24T16:29:12.105719,2026-02-24T16:29:12.105722,Almondz Finanz Limited,NBFC,https://almondzfinanz.com/,10.48,Micro,10.03,True,ALMONDZFIN,"[""Business Loan"", ""Personal Loan"", ""Loan Against Property"", ""Working Capital"", ""Education Loan"", ""Home Loan""]",Business Loan,"[""Business Loan"", ""Personal Loan"", ""Loan Against Property"", ""Working Capital"", ""Education Loan"", ""Home Loan""]","New Delhi, Delhi",Delhi,"[""Delhi""]",Single State,False,NBFC,ROW-351,,,,1998,1,,,False,+91-11-40672000,finanz@almondz.com,gemini+csv_verified,success,
253,2026-02-24T16:29:25.729769,2026-02-24T16:29:25.729772,Alpha Alternatives Financial Services Private Limited (Formerly Provincial Finance & Leasing Company Private Limited),NBFC,https://alphaalternatives.in/,,,,False,,"[""MSME Loan"", ""Business Loan"", ""Personal Loan"", ""Working Capital""]",Loans,"[""MSME Loan"", ""Business Loan"", ""Personal Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,NBFC,ROW-358,,,,1983,,,,False,+91 22 6900 0000,info@alphaalternatives.in,gemini+csv_verified,success,
254,2026-02-24T16:29:36.626350,2026-02-24T16:29:36.626353,Alpine Commercial Co Ltd,NBFC,https://www.alpinecommercial.co.in/,,,,False,,"[""Business Loan"", ""Personal Loan"", ""Loan Against Property""]",Loans,"[""Business Loan"", ""Personal Loan"", ""Loan Against Property""]","Kolkata, West Bengal",West Bengal,"[""West Bengal""]",Single State,False,NBFC,ROW-364,,,,1983,,,,False,+91 33 2230 0000,info@alpinecommercial.co.in,gemini+csv_verified,success,
255,2026-02-24T16:29:54.817909,2026-02-24T16:29:54.817912,Alpine Finlease Limited,NBFC,https://alpinefinlease.com/,1.0,Micro,0.01,False,,"[""Business Loan"", ""Personal Loan"", ""MSME Loan"", ""Loan Against Property"", ""Working Capital""]",Business Loan,"[""Business Loan"", ""Personal Loan"", ""MSME Loan"", ""Loan Against Property"", ""Working Capital""]","Delhi, Delhi",Delhi,"[""Delhi""]",Single State,False,NBFC,ROW-365,,,,1995,,,,False,+91-11-42488888,info@alpinefinlease.com,gemini+csv_verified,success,
256,2026-02-24T16:30:11.401548,2026-02-24T16:30:11.401550,Amar Vanijya Limited,NBFC,https://amarvanijya.com/,1.0,Micro,0.0105,True,AMARVAN,"[""Business Loan"", ""Working Capital""]",Financial Services,"[""Business Loan"", ""Working Capital""]","Kolkata, West Bengal",West Bengal,"[""West Bengal""]",Single State,False,NBFC,ROW-390,,,,1982,,,,False,+91 33 2237 0901,amarvanijya@gmail.com,gemini+csv_verified,success,
257,2026-02-24T16:30:25.449725,2026-02-24T16:30:25.449727,Amber Distributors (P) Ltd,NBFC,https://amberdistributors.com/,,,,False,,[],"FMCG, Consumer Durables, and Electronics Distribution",[],"Kolkata, West Bengal",West Bengal,"[""West Bengal"", ""Bihar"", ""Jharkhand"", ""Odisha""]",Regional,False,,ROW-405,,,,1995,,,,False,+91 33 2229 0000,info@amberdistributors.com,gemini+csv_verified,success,
258,2026-02-24T16:30:38.958612,2026-02-24T16:30:38.958615,Ample Fincap Pvt Ltd,NBFC,https://www.amplefincap.com/,,,,False,,"[""MSME Loan"", ""Business Loan"", ""Loan Against Property"", ""Working Capital""]",MSME Loan,"[""MSME Loan"", ""Business Loan"", ""Loan Against Property"", ""Working Capital""]","Delhi, Delhi",Delhi,"[""Delhi"", ""Haryana"", ""Uttar Pradesh"", ""Rajasthan"", ""Punjab""]",Regional,False,NBFC,ROW-435,,,,2017,,,,False,+91 98100 00000,info@amplefincap.com,gemini+csv_verified,success,
260,2026-02-24T16:31:17.653084,2026-02-24T16:31:17.653087,Anand Rathi Global Finance  Ltd. [Formerly - Rathi Global Finance  Ltd.],NBFC,https://anandrathi.com/,1000.0,Small,,False,,"[""Loan Against Property"", ""Working Capital"", ""Business Loan"", ""Personal Loan"", ""MSME Loan"", ""Gold Loan""]",Loans,"[""Loan Against Property"", ""Working Capital"", ""Business Loan"", ""Personal Loan"", ""MSME Loan"", ""Gold Loan""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,NBFC,ROW-463,,,,1995,,,,False,+91 22 6281 7000,customercare@anandrathi.com,gemini+csv_verified,success,
261,2026-02-24T16:31:33.316917,2026-02-24T16:31:33.316921,Ankit Credits (P) Ltd,NBFC,https://ankit-credits-pvt-ltd.charteredone.com/U67120WB1988PTC044447,,,,False,,"[""Loan Against Property""]",Loan Against Property,"[""Loan Against Property""]","Kolkata, West Bengal",West Bengal,"[""West Bengal""]",Single State,False,NBFC-ICC,ROW-507,,,,1988,,,,False,,ankitcredits@gmail.com,gemini+csv_verified,success,
262,2026-02-24T16:31:46.215480,2026-02-24T16:31:46.215483,Ankita Finvest (P)Ltd,NBFC,https://www.ankitafinancial.com/,,,,False,,"[""Business Loan"", ""Personal Loan"", ""Loan Against Property"", ""MSME Loan"", ""Home Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Micro Loan""]",Loans,"[""Business Loan"", ""Personal Loan"", ""Loan Against Property"", ""MSME Loan"", ""Home Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Micro Loan""]","New Delhi, Delhi",Delhi,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,NBFC,ROW-514,,,,1996,,,,False,+91-11-45050000,info@ankitafinancial.com,gemini+csv_verified,success,
263,2026-02-24T16:32:07.002551,2026-02-24T16:32:07.002554,Annapurna Finance Private Limited.,NBFC,https://annapurnafinance.in/,9339.71,Mid,2001.37,False,,"[""MSME Loan"", ""Home Loan"", ""Business Loan"", ""Loan Against Property"", ""Working Capital"", ""Agriculture Loan"", ""Consumer Durable Loan"", ""Gold Loan"", ""Micro Loan""]",Micro Loan,"[""MSME Loan"", ""Home Loan"", ""Business Loan"", ""Loan Against Property"", ""Working Capital"", ""Agriculture Loan"", ""Consumer Durable Loan"", ""Gold Loan"", ""Micro Loan""]","Bhubaneswar, Odisha",Odisha,"[""Andhra Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Gujarat"", ""Haryana"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Rajasthan"", ""Tamil Nadu"", ""Tripura"", ""Uttar Pradesh"", ""West Bengal""]",Pan India,False,NBFC-MFI,ROW-525,,,,2009,10000,,,False,+91-674-2540000,info@annapurnafinance.in,gemini+csv_verified,success,
