lender_id,lender_name,product_name,loan_type,loan_amount_min,loan_amount_max,credit_score_min,credit_score_max,min_age,max_age,employment_types,min_monthly_income,min_annual_turnover,min_business_vintage,interest_rate_min,interest_rate_max,tenure_min,tenure_max,processing_fee,prepayment_allowed,collateral_required,collateral_types,eligible_states,eligibility_notes,completeness_score,data_source,source_url,approval_status,source_confidence,version,product_name_normalized,review_priority,kyc_pan_required,kyc_aadhaar_required,kyc_gstin_required,kyc_itr_years,extraction_timestamp
572,Amber Distributors (P) Ltd,Gold Loan,Gold Loan,,,,,,,[],,,,,,,,,,True,"[""gold""]","[""Delhi""]",,0.1,gemini,https://amberdistributors.com,needs_review,low,1,gold loan,medium,,,,,2026-04-03T14:55:24.759676
572,Amber Distributors (P) Ltd,MSME Loan,MSME Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi""]",,0.1,gemini,https://amberdistributors.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T14:55:24.759735
572,Amber Distributors (P) Ltd,Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi""]",,0.1,gemini,https://amberdistributors.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T14:55:24.759786
572,Amber Distributors (P) Ltd,Rural Loan,Rural Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi""]",,0.1,gemini,https://amberdistributors.com,needs_review,low,1,rural loan,medium,,,,,2026-04-03T14:55:24.759835
572,Amber Distributors (P) Ltd,Working Capital,Working Capital,,,,,,,[],,,,,,,,,,,[],"[""Delhi""]",,0.1,gemini,https://amberdistributors.com,needs_review,low,1,working capital,medium,,,,,2026-04-03T14:55:24.759884
573,Ample Fincap Pvt Ltd,Business Loan,Business Loan,,,,,,,"[""business""]",,,,,,,,,,,[],"[""Chhattisgarh""]",,0.2,gemini,https://www.amplefincap.com,needs_review,low,1,business loan,medium,True,True,,,2026-04-03T14:55:39.806183
573,Ample Fincap Pvt Ltd,Working Capital,Working Capital,,,,,,,"[""business""]",,,,,,,,,,,[],"[""Chhattisgarh""]",,0.2,gemini,https://www.amplefincap.com,needs_review,low,1,working capital,medium,True,True,,,2026-04-03T14:55:39.806291
574,Anand Rathi Global Finance  Ltd. [Formerly - Rathi Global Finance  Ltd.],Loan Against Shares & Financial Instruments,Loan Against Property,,,,,,,"[""business"", ""self_employed_professional"", ""self_employed_non_professional""]",,,,,,,,,,True,[],"[""Karnataka"", ""Uttar Pradesh"", ""Uttarakhand""]","Primarily offered to High Net Worth Individuals (HNIs), Corporates, and Promoters.",0.3,gemini,https://anandrathi.com,needs_review,low,1,loan against shares & financial instruments,medium,True,True,,,2026-04-03T14:55:57.245434
575,Ankita Finvest (P)Ltd,Business Loan,Business Loan,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://www.ankitafinancial.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T14:56:13.274790
575,Ankita Finvest (P)Ltd,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,True,"[""property""]","[""West Bengal""]",,0.1,gemini,https://www.ankitafinancial.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T14:56:13.274927
575,Ankita Finvest (P)Ltd,Rural Loan,Rural Loan,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://www.ankitafinancial.com,needs_review,low,1,rural loan,medium,,,,,2026-04-03T14:56:13.275001
575,Ankita Finvest (P)Ltd,Working Capital,Working Capital,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://www.ankitafinancial.com,needs_review,low,1,working capital,medium,,,,,2026-04-03T14:56:13.275062
576,Annapurna Finance Private Limited.,Business Loan,Business Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://annapurnafinance.in,needs_review,low,1,business loan,medium,,,,,2026-04-03T14:56:43.503628
576,Annapurna Finance Private Limited.,MSME Loan,MSME Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://annapurnafinance.in,needs_review,low,1,msme loan,medium,,,,,2026-04-03T14:56:43.503730
576,Annapurna Finance Private Limited.,Home Loan,Home Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://annapurnafinance.in,needs_review,low,1,home loan,medium,,,,,2026-04-03T14:56:43.503787
576,Annapurna Finance Private Limited.,Microfinance,Microfinance,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://annapurnafinance.in,needs_review,low,1,microfinance,medium,,,,,2026-04-03T14:56:43.503840
576,Annapurna Finance Private Limited.,Micro Loan,Micro Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://annapurnafinance.in,needs_review,low,1,micro loan,medium,,,,,2026-04-03T14:56:43.503887
576,Annapurna Finance Private Limited.,Rural Loan,Rural Loan,,,,,,,"[""agriculture""]",,,,,,,,,,,[],[],,0.1,heuristic,https://annapurnafinance.in,needs_review,low,1,rural loan,medium,,,,,2026-04-03T14:56:43.503935
577,Anson Fincorp Pvt. Ltd,Gold Loan,Gold Loan,,,,,18,,[],,,,12.0,,,12,0.5,True,True,[],"[""Kerala"", ""Tamil Nadu""]",,0.3,gemini,https://www.ansonfincorp.in,needs_review,medium,1,gold loan,low,True,True,False,,2026-04-03T14:57:11.177713
577,Anson Fincorp Pvt. Ltd,Rural Loan,Rural Loan,,5.0,,,21,60,"[""agriculture"", ""business"", ""self-employed""]",,,,18.0,,,36,1.0,True,,[],"[""Kerala"", ""Tamil Nadu""]",,0.5,gemini,https://www.ansonfincorp.in,needs_review,medium,1,rural loan,low,True,True,False,,2026-04-03T14:57:11.177840
578,Antworks P2P Financing Private Limited,Personal Loan - Self-Employed,Personal Loan,0.5,5.0,650,,21,58,"[""self-employed""]",20.0,,,12.0,30.0,6,36,,True,False,[],"[""Haryana""]","Prepayment allowed after 6 EMIs with a charge of 4% of outstanding principal + GST. Processing fee is 2% to 5% of the loan amount + GST, with a minimum of ₹1,000.",1.0,gemini,https://www.antworksp2p.com,pending,medium,1,personal loan self employed,high,True,True,False,,2026-04-03T14:57:37.727206
579,Anugrah Apex Finance Private Limited,Working Capital,Working Capital,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.apexfinancials.in,needs_review,low,1,working capital,medium,,,,,2026-04-03T14:58:07.488856
579,Anugrah Apex Finance Private Limited,Business Loan,Business Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.apexfinancials.in,needs_review,low,1,business loan,medium,,,,,2026-04-03T14:58:07.488974
579,Anugrah Apex Finance Private Limited,MSME Loan,MSME Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.apexfinancials.in,needs_review,low,1,msme loan,medium,,,,,2026-04-03T14:58:07.489042
579,Anugrah Apex Finance Private Limited,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.apexfinancials.in,needs_review,low,1,loan against property,medium,,,,,2026-04-03T14:58:07.489099
579,Anugrah Apex Finance Private Limited,Personal Loan,Personal Loan,,,,,,,"[""salaried"", ""self-employed""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.apexfinancials.in,needs_review,low,1,personal loan,medium,,,,,2026-04-03T14:58:07.489158
580,Apaar Source Finance Private Limited,Business Loan,Business Loan,,10.0,650,,21,65,"[""business"", ""self_employed_professional"", ""self_employed_non_professional""]",,12.0,2,18.0,,,36,,,False,[],[],,0.5,gemini,https://apaarfinance.com,needs_review,low,1,business loan,high,True,True,True,2,2026-04-03T15:04:53.751780
580,Apaar Source Finance Private Limited,MSME Loan,MSME Loan,,10.0,650,,21,65,"[""business"", ""self_employed_professional"", ""self_employed_non_professional""]",,12.0,2,18.0,,,36,,,False,[],[],,0.5,gemini,https://apaarfinance.com,needs_review,low,1,msme loan,high,True,True,True,2,2026-04-03T15:04:53.751967
580,Apaar Source Finance Private Limited,Personal Loan,Personal Loan,,5.0,650,,21,65,"[""salaried"", ""self-employed""]",20.0,,,18.0,,,36,,,False,[],[],,0.5,gemini,https://apaarfinance.com,needs_review,low,1,personal loan,high,True,True,False,,2026-04-03T15:04:53.752073
581,Aparoksha Financial Services Private Limited,Two Wheeler Loan,Two Wheeler Loan,,,,,18,65,"[""salaried"", ""self-employed""]",15.0,,2,12.0,,,36,2.0,,True,[],"[""Karnataka""]","Salaried individuals require a minimum of 1 year of work experience. Self-employed individuals require a minimum annual income of ₹1,80,000.",0.5,gemini,https://aparokshafinserv.com,needs_review,medium,1,two wheeler loan,low,True,True,,2,2026-04-03T15:05:21.398541
582,Apex Capital And Finance Limited,Business Loan,Business Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi"", ""Haryana""]",,0.1,gemini,https://www.apexfinancials.in,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:05:46.399281
582,Apex Capital And Finance Limited,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,True,[],"[""Delhi"", ""Haryana""]",,0.1,gemini,https://www.apexfinancials.in,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:05:46.399421
582,Apex Capital And Finance Limited,MSME Loan,MSME Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi"", ""Haryana""]",,0.1,gemini,https://www.apexfinancials.in,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:05:46.399498
582,Apex Capital And Finance Limited,Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi"", ""Haryana""]",,0.1,gemini,https://www.apexfinancials.in,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:05:46.399559
582,Apex Capital And Finance Limited,Working Capital,Working Capital,,,,,,,[],,,,,,,,,,,[],"[""Delhi"", ""Haryana""]",,0.1,gemini,https://www.apexfinancials.in,needs_review,low,1,working capital,medium,,,,,2026-04-03T15:05:46.399621
583,Appreciate Fincaap Private Limited,MSME Loan,MSME Loan,,5.0,,,,,"[""business"", ""self_employed_professional"", ""self_employed_non_professional""]",,,2,,,,24,,,False,[],"[""Maharashtra""]",,0.4,gemini,https://appreciatewealth.com,needs_review,medium,1,msme loan,low,True,True,,2,2026-04-03T15:06:19.500126
583,Appreciate Fincaap Private Limited,Personal Loan,Personal Loan,,2.0,,,21,,"[""salaried"", ""self-employed""]",,,,,,,12,,,False,[],"[""Maharashtra""]",,0.4,gemini,https://appreciatewealth.com,needs_review,medium,1,personal loan,low,True,True,,,2026-04-03T15:06:19.500258
583,Appreciate Fincaap Private Limited,Rural Loan,Rural Loan,0.5,3.0,,,,,"[""agriculture"", ""business"", ""self_employed_non_professional""]",,,,,,,36,,,True,[],"[""Maharashtra""]",Flexible repayment cycles aligned with agricultural seasons.,0.6,gemini,https://appreciatewealth.com,pending,medium,1,rural loan,low,True,True,,,2026-04-03T15:06:19.500346
584,Aquila Finance Ltd.,Business Loan,Business Loan,,,,,,,"[""business""]",,,,,,,,,,,[],"[""Kerala""]",Businesses with a good credit history and a stable income stream.,0.3,gemini,https://www.aquilafinance.co.in,needs_review,low,1,business loan,medium,True,True,,,2026-04-03T15:06:52.564643
584,Aquila Finance Ltd.,Gold Loan,Gold Loan,,,,,18,,[],,,,,,,,,,True,[],"[""Kerala""]",,0.1,gemini,https://www.aquilafinance.co.in,needs_review,low,1,gold loan,medium,True,True,,,2026-04-03T15:06:52.564768
584,Aquila Finance Ltd.,Home Loan,Home Loan,,,,,,,"[""salaried"", ""self-employed""]",,,,,,,,,,True,"[""property""]","[""Kerala""]",,0.2,gemini,https://www.aquilafinance.co.in,needs_review,low,1,home loan,medium,True,True,,,2026-04-03T15:06:52.564840
584,Aquila Finance Ltd.,Personal Loan,Personal Loan,,,,,,,"[""salaried"", ""self-employed""]",,,,,,,,,,,[],"[""Kerala""]",,0.2,gemini,https://www.aquilafinance.co.in,needs_review,low,1,personal loan,medium,True,True,,,2026-04-03T15:06:52.564899
584,Aquila Finance Ltd.,Working Capital,Working Capital,,,,,,,"[""business""]",,,,,,,,,,,[],"[""Kerala""]",Businesses with a good credit history and a stable income stream.,0.3,gemini,https://www.aquilafinance.co.in,needs_review,low,1,working capital,medium,True,True,,,2026-04-03T15:06:52.564958
585,Arham Credit Capital Pvt Ltd *,Business Loan,Business Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi""]",,0.1,gemini,https://arhamfinance.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:07:19.853297
585,Arham Credit Capital Pvt Ltd *,Home Loan,Home Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi""]",,0.1,gemini,https://arhamfinance.com,needs_review,low,1,home loan,medium,,,,,2026-04-03T15:07:19.853413
585,Arham Credit Capital Pvt Ltd *,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,True,[],"[""Delhi""]",,0.1,gemini,https://arhamfinance.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:07:19.853481
585,Arham Credit Capital Pvt Ltd *,MSME Loan,MSME Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi""]",,0.1,gemini,https://arhamfinance.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:07:19.853568
585,Arham Credit Capital Pvt Ltd *,Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi""]",,0.1,gemini,https://arhamfinance.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:07:19.853624
