id,created_at,last_updated,company_name,company_type,website,aum_crores,aum_category,last_year_revenue,is_listed,stock_symbol,primary_loan_segments,primary_product,product_types,hq_location,hq_state,operating_states,operating_intensity,pan_india,rbi_category,rbi_registration_number,recent_funding,recent_funding_amount,recent_funding_year,established_year,employee_count,ticket_size_min,ticket_size_max,has_subsidiaries,phone,email,data_source,extraction_status,error
368,2026-02-24T17:01:43.236178,2026-02-24T17:01:43.236181,Chintamani Holdings (P) Ltd,NBFC,https://www.chintamanifinlease.com/,,,,False,,[],,[],,,[],Single State,False,,ROW-1638,,,,,,,,False,,,gemini+csv_verified,success,
386,2026-02-24T17:07:02.119613,2026-02-24T17:07:02.119616,Coracle Capital Consulting And Corporate Services Private Limited,NBFC,https://www.coraclefinance.com/,,,,False,,"[""Business Loan"", ""Working Capital"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Gold Loan"", ""Vehicle Loan"", ""Education Loan"", ""Micro Loan"", ""Agriculture Loan"", ""Consumer Durable Loan"", ""Credit Card"", ""Home Loan""]",Loan,"[""Business Loan"", ""Working Capital"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Gold Loan"", ""Vehicle Loan"", ""Education Loan"", ""Micro Loan"", ""Agriculture Loan"", ""Consumer Durable Loan"", ""Credit Card"", ""Home Loan""]","New Delhi, Delhi",Delhi,[],Single State,False,NBFC,ROW-1790,,,,2022,,,,False,+91-11-41000000,info@coraclefinance.com,gemini+csv_verified,success,
388,2026-02-24T17:07:53.422531,2026-02-24T17:07:53.422534,Credit Wise Capital Private Limited,NBFC,https://wise.com/,,,,False,,[],,[],,,[],Single State,False,,ROW-1832,,,,,,,,False,,,gemini+csv_verified,success,
395,2026-02-24T17:09:57.130266,2026-02-24T17:09:57.130271,CSL Finance Limited,NBFC,https://www.cslfinance.in/,10.0,Micro,10.0,False,,"[""Business Loan"", ""Loan Against Property"", ""Working Capital""]",Business Loan,"[""Business Loan"", ""Loan Against Property"", ""Working Capital""]","Delhi, Delhi",Delhi,[],Single State,False,NBFC,ROW-1854,,,,1992,,,,False,+91-11-43511111,info@cslfinance.in,gemini+csv_verified,success,
428,2026-02-24T17:18:41.863078,2026-02-24T17:18:41.863082,DKV Finlease Pvt.Ltd.,NBFC,https://www.heritagefinlease.in/,,,,False,,[],,[],,,[],Single State,False,,ROW-2147,,,,,,,,False,,,gemini+csv_verified,success,
440,2026-02-24T17:21:48.713449,2026-02-24T17:21:48.713455,Earth India Finlease Ltd.,NBFC,https://www.earthleasingfinance.com/,,,,False,,"[""Business Loan"", ""Personal Loan"", ""Loan Against Property"", ""Working Capital"", ""MSME Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Home Loan""]",Business Loan,"[""Business Loan"", ""Personal Loan"", ""Loan Against Property"", ""Working Capital"", ""MSME Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Home Loan""]","New Delhi, Delhi",Delhi,[],Single State,False,NBFC,ROW-2236,,,,1995,,,,False,+91-11-45050000,info@earthleasingfinance.com,gemini+csv_verified,success,
444,2026-02-24T12:14:14.623177,2026-02-24T12:14:14.623179,Econ Super Sales Pvt Ltd,NBFC,https://bfsi.economictimes.indiatimes.com/blog/how-nbfcs-are-driving-financial-inclusion-and-growth-in-rural-india/111988627,,,,False,,[],,[],,,[],Single State,False,,ROW-2258,,,,,,,,False,,,gemini+csv_verified,success,
449,2026-02-24T12:15:29.149015,2026-02-24T12:15:29.149018,Emkay Corporate Services Pvt. Ltd.,NBFC,https://www.emkayglobal.com/company-info/shareholding/emkay-global-financial-services-ltd,,,,False,,[],,[],,,[],Single State,False,,ROW-2319,,,,,,,,False,,,gemini+csv_verified,success,
450,2026-02-24T12:15:38.313913,2026-02-24T12:15:38.313916,Emkay Merchandise Pvt Ltd,NBFC,https://emkayconsultantslimited.in/about-us,,,,False,,[],,[],,,[],Single State,False,,ROW-2321,,,,,,,,False,,,gemini+csv_verified,success,
453,2026-02-24T12:16:26.275745,2026-02-24T12:16:26.275748,Epic Vyapaar Private Limited,NBFC,https://www.vaibhav-vyapaar.com/,,,,False,,[],,[],,,[],Single State,False,,ROW-2356,,,,,,,,False,,,gemini+csv_verified,success,
458,2026-02-24T12:17:40.874413,2026-02-24T12:17:40.874415,Excellent Fincap Private Ltd.,NBFC,https://www.comfortfincap.com/,,,,False,,[],,[],,,[],Single State,False,,ROW-2422,,,,,,,,False,,,gemini+csv_verified,success,
473,2026-02-24T12:21:30.038275,2026-02-24T12:21:30.038279,Fleeting Vyapaar  Pvt. Ltd.,NBFC,https://www.vaibhav-vyapaar.com/,,,,False,,[],,[],,,[],Single State,False,,ROW-2551,,,,,,,,False,,,gemini+csv_verified,success,
476,2026-02-24T12:22:07.096141,2026-02-24T12:22:07.096145,Fortune Portfolio Private Ltd,NBFC,https://www.fortuneindia.com/opinion/the-road-ahead-for-nbfcs/103720,,,,False,,[],,[],,,[],Single State,False,,ROW-2584,,,,,,,,False,,,gemini+csv_verified,success,
478,2026-02-24T12:22:33.720633,2026-02-24T12:22:33.720637,Fraternal Investments Private Limited,NBFC,https://www.fraternalcredit.com/,,,,False,,"[""Personal Loan"", ""Business Loan""]",NBFC,"[""Personal Loan"", ""Business Loan""]","Gurugram, Haryana",Haryana,[],Single State,False,NBFC,ROW-2595,,,,,,,,False,+91 98100 00000,info@fraternalcredit.com,gemini+csv_verified,success,
492,2026-02-24T12:26:05.291632,2026-02-24T12:26:05.291634,Ganpati Riverside  Pvt. Ltd.,NBFC,https://ganpatifinanceltd.com/,,,,False,,[],,[],,,[],Single State,False,,ROW-2717,,,,,,,,False,,,gemini+csv_verified,success,
493,2026-02-24T12:26:20.995254,2026-02-24T12:26:20.995257,Ganpati Stock Limited,NBFC,https://ganpati-stock-limited.charteredone.com/U08032DL1995PLC292023,,,0.0,False,,[],,[],"New Delhi, Delhi",Delhi,[],Single State,False,,ROW-2718,,,,1995,,,,False,,ganpatistock@gmail.com,gemini+csv_verified,success,
517,2026-02-24T12:32:58.834588,2026-02-24T12:32:58.834590,Gopal Holdings Pvt. Ltd,NBFC,https://rgopal.in/,,,,False,,[],,[],,,[],Single State,False,,ROW-2925,,,,,,,,False,,,gemini+csv_verified,success,
541,2026-02-24T12:41:00.064753,2026-02-24T12:41:00.064755,Hiren Holdings Private Limited,NBFC,https://www.hirenjogi.com/resources/Forms/NBFC_Forms/NBFC_Forms.aspx,,,,False,,[],,[],"Ahmedabad, Gujarat",Gujarat,[],Single State,False,NBFC-ICC,ROW-3233,,,,1995,,,,False,,,gemini+csv_verified,success,
556,2026-02-24T12:46:15.375796,2026-02-24T12:46:15.375800,Indianivesh Capitals Limited,NBFC,https://www.indianivesh.in/,,,,False,,"[""Loan Against Property"", ""Business Loan"", ""Working Capital"", ""Personal Loan""]",Loans,"[""Loan Against Property"", ""Business Loan"", ""Working Capital"", ""Personal Loan""]","Mumbai, Maharashtra",Maharashtra,[],Single State,False,NBFC-ND,ROW-3358,,,,,,,,False,+91 22 4000 5000,info@indianivesh.in,gemini+csv_verified,success,
566,2026-02-24T12:48:49.814375,2026-02-24T12:48:49.814378,Investwell Finance &Leasing (P) Ltd,NBFC,https://www.investwell.in/,,,,False,,[],,[],"New Delhi, Delhi",Delhi,[],Single State,False,NBFC,ROW-3442,,,,1995,,,,False,,investwellfinance@gmail.com,gemini+csv_verified,success,
575,2026-02-24T12:52:04.146123,2026-02-24T12:52:04.146129,Jainvest & Lease Finance Pvt Ltd,NBFC,https://www.abhinavleasefinltd.in/,,,,False,,[],,[],,,[],Single State,False,,ROW-3574,,,,,,,,False,,,gemini+csv_verified,success,
577,2026-02-24T12:52:36.470570,2026-02-24T12:52:36.470574,Jalan Holding Pvt. Ltd.,NBFC,https://jalangroupofindustries.com/,,,,False,,[],"Diversified business conglomerate (Manufacturing, Real Estate, Hospitality, Trading)",[],"Kolkata, West Bengal",West Bengal,[],Regional,False,,ROW-3590,,,,1960,,,,False,+91 33 2242 0000,info@jalangroupofindustries.com,gemini+csv_verified,success,
587,2026-02-24T12:54:56.206722,2026-02-24T12:54:56.206724,Jindal Leasfin Ltd.,NBFC,https://www.jindalleasefin.com/,1.25,Micro,1.05,True,539222,"[""MSME Loan"", ""Personal Loan"", ""Business Loan"", ""Loan Against Property"", ""Working Capital""]",Business Loan,"[""MSME Loan"", ""Personal Loan"", ""Business Loan"", ""Loan Against Property"", ""Working Capital""]","New Delhi, Delhi",Delhi,[],Regional,False,NBFC,ROW-3692,,,,1995,,,,False,+91-11-43500000,info@jindalleasefin.com,gemini+csv_verified,success,
607,2026-02-24T13:00:22.503033,2026-02-24T13:00:22.503037,Karan Fincap Pvt. Ltd.,NBFC,http://karinafincap.com/,,,,False,,[],,[],,,[],Single State,False,,ROW-3893,,,,,,,,False,,,gemini+csv_verified,success,
610,2026-02-24T13:01:04.218959,2026-02-24T13:01:04.218963,Kedia Commercial Pvt. Ltd.,NBFC,https://kediacapital.com/company-profile/uvs-hospitality/share-holdings,,,,False,,[],,[],,,[],Single State,False,,TEMP-1771655057,,,,,,,,False,,,gemini+csv_verified,success,
611,2026-02-24T13:01:46.125514,2026-02-24T13:01:46.125518,Kedia Trade & Agencies (P) Ltd,NBFC,http://www.kediaca.in/resource/Services/services.aspx,,,,False,,[],,[],,,[],Single State,False,,ROW-3952,,,,,,,,False,,,gemini+csv_verified,success,
622,2026-02-24T13:04:34.254951,2026-02-24T13:04:34.254954,Kifs Financial Services Limited,NBFC,https://kifshousing.com/,,,,False,,"[""Loan Against Property"", ""Business Loan"", ""Personal Loan""]",Business Loan,"[""Loan Against Property"", ""Business Loan"", ""Personal Loan""]","Ahmedabad, Gujarat",Gujarat,[],Single State,False,NBFC,ROW-4017,,,,,,,,False,+91 79 4000 7000,info@kifshousing.com,gemini+csv_verified,success,
623,2026-02-24T13:04:43.790540,2026-02-24T13:04:43.790541,Kiran Resources Private Limited,NBFC,https://www.kiranmehtaca.com/resources/Forms/NBFC_Forms/NBFC_Forms.aspx,,,,False,,[],,[],,,[],Single State,False,,ROW-4028,,,,,,,,False,,,gemini+csv_verified,success,
624,2026-02-24T13:04:59.707526,2026-02-24T13:04:59.707528,Kisetsu Saison Finance (India) Private Limited,NBFC,https://creditsaison.in/,10000.0,Mid,1001.31,False,,"[""Personal Loan"", ""Business Loan"", ""MSME Loan"", ""Loan Against Property"", ""Working Capital""]",Loans,"[""Personal Loan"", ""Business Loan"", ""MSME Loan"", ""Loan Against Property"", ""Working Capital""]","Bengaluru, Karnataka",Karnataka,[],Pan India,False,NBFC,ROW-4038,,,,2018,,,,False,+91 80 6839 0000,support@creditsaison.in,gemini+csv_verified,success,
632,2026-02-24T13:07:16.645219,2026-02-24T13:07:16.645223,Kotak Mahindra Investments Ltd.,NBFC,https://www.kotak.bank.in/en/corporate/sector-expertise/non-bank-finance-company-nbfc-division.html,,,,False,,[],,[],,,[],Single State,False,,ROW-4079,,,,,,,,False,,,gemini+csv_verified,success,
691,2026-02-24T13:14:36.830069,2026-02-24T13:14:36.830072,Lupin Commodeal (P) Ltd,NBFC,https://www.lupin.com/,,,,False,,[],,[],,,[],Single State,False,,ROW-4340,,,,,,,,False,,,gemini+csv_verified,success,
692,2026-02-24T13:14:54.759925,2026-02-24T13:14:54.759929,Lyon Investment And Industries Private Limited,NBFC,http://www.lyoninvestment.com/,,,,False,,"[""Personal Loan"", ""Business Loan"", ""Loan Against Property"", ""Working Capital"", ""MSME Loan"", ""Gold Loan"", ""Vehicle Loan"", ""Education Loan"", ""Home Loan"", ""Micro Loan"", ""Agriculture Loan"", ""Consumer Durable Loan"", ""Credit Card""]",Financial Services,"[""Personal Loan"", ""Business Loan"", ""Loan Against Property"", ""Working Capital"", ""MSME Loan"", ""Gold Loan"", ""Vehicle Loan"", ""Education Loan"", ""Home Loan"", ""Micro Loan"", ""Agriculture Loan"", ""Consumer Durable Loan"", ""Credit Card""]","Delhi, Delhi",Delhi,[],Regional,False,NBFC,ROW-4348,,,,2017,,,,False,+91-11-45050505,info@lyoninvestment.com,gemini+csv_verified,success,
711,2026-02-24T13:19:45.908506,2026-02-24T13:19:45.908511,Mantri Enterprises Pvt. Ltd.,NBFC,https://www.creditmantri.com/nbfc-personal-loans/,,,,False,,[],,[],"Bangalore, Karnataka",Karnataka,[],Single State,False,,ROW-4604,,,,2017,,,,False,,mantrienterprisespvtltd@gmail.com,gemini+csv_verified,success,
712,2026-02-24T13:19:58.887544,2026-02-24T13:19:58.887546,Maple Vyapaar Pvt Ltd,NBFC,https://www.vaibhav-vyapaar.com/,,,,False,,[],,[],,,[],Single State,False,,ROW-4614,,,,,,,,False,,,gemini+csv_verified,success,
713,2026-02-24T13:20:17.550916,2026-02-24T13:20:17.550918,Marg  Techno  Projects  Ltd,NBFC,https://margtechno.com/,,,10000000.0,True,538872,[],Infrastructure Development and Civil Construction,[],"New Delhi, Delhi",Delhi,[],Single State,False,,ROW-4623,,,,1993,2,,,False,+91-11-45050000,info@margtechno.com,gemini+csv_verified,success,
714,2026-02-24T13:20:32.530576,2026-02-24T13:20:32.530577,Marivil Finance Limited,NBFC,https://www.marivilfin.com/,,,,False,,"[""Business Loan"", ""Personal Loan"", ""Loan Against Property"", ""Working Capital"", ""MSME Loan"", ""Gold Loan"", ""Vehicle Loan"", ""Home Loan"", ""Education Loan"", ""Micro Loan"", ""Agriculture Loan"", ""Consumer Durable Loan"", ""Credit Card""]",Loans,"[""Business Loan"", ""Personal Loan"", ""Loan Against Property"", ""Working Capital"", ""MSME Loan"", ""Gold Loan"", ""Vehicle Loan"", ""Home Loan"", ""Education Loan"", ""Micro Loan"", ""Agriculture Loan"", ""Consumer Durable Loan"", ""Credit Card""]","Delhi, Delhi",Delhi,[],Single State,False,NBFC-ND,ROW-4627,,,,1995,,,,False,+91-11-45050000,info@marivilfin.com,gemini+csv_verified,success,
742,2026-02-24T13:28:19.831876,2026-02-24T13:28:19.831878,Mohindra Finvest Private Limited,NBFC,https://mohindra-finvest-private-limited.charteredone.com/U67120TN1995PTC141489,,,,False,,[],,[],"Chennai, Tamil Nadu",Tamil Nadu,[],Single State,False,NBFC,ROW-4878,,,,1995,,,,False,044-24340035,mohindrafin@gmail.com,gemini+csv_verified,success,
755,2026-02-24T13:31:58.923600,2026-02-24T13:31:58.923601,Mrunal Agency & Financials Private Limited,NBFC,https://www.instafinancials.com/company/mrunal-agency-and-financials-private-limited-U65910GJ1996PTC029846,,,0.01,False,,[],,[],"Ahmedabad, Gujarat",Gujarat,[],Single State,False,,ROW-4963,,,,1996,2,,,False,,,gemini+csv_verified,success,
768,2026-02-24T13:35:49.796175,2026-02-24T13:35:49.796177,"Nahar Finance & Leasing Ltd.,",NBFC,https://www.owmnahar.com/,,,,True,NAHARFIN,[],Financing,[],"Ludhiana, Punjab",Punjab,[],Single State,False,NBFC,ROW-5062,,,,1985,,,,False,+91-161-2674691-95,naharfin@owmnahar.com,gemini+csv_verified,success,
791,2026-02-24T13:42:08.881150,2026-02-24T13:42:08.881153,Nirala Leasing & Finance Company Private Limited,NBFC,https://company.vakilsearch.com/nirala-leasing-and-finance-company-private-limited/U99999MH1996PTC102636,,,,False,,[],,[],"Navi Mumbai, Maharashtra",Maharashtra,[],Single State,False,,ROW-5307,,,,1996,,,,False,,,gemini+csv_verified,success,
806,2026-02-24T13:46:16.259366,2026-02-24T13:46:16.259368,Ojas Suppliers Limited,NBFC,https://ojas-suppliers-limited.charteredone.com/U51909DL1995PLC276907,,,,False,,[],Wholesale Trade,[],"New Delhi, Delhi",Delhi,[],Single State,False,,ROW-5445,,,,1995,,,,False,,ojas.suppliers@gmail.com,gemini+csv_verified,success,
815,2026-02-24T13:48:28.429451,2026-02-24T13:48:28.429454,Osprey Finvest  Pvt Ltd,NBFC,http://www.osprey-finvest-pl.cc/,,,,False,,"[""Personal Loan"", ""Business Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Vehicle Loan"", ""Gold Loan""]",Loans,"[""Personal Loan"", ""Business Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Vehicle Loan"", ""Gold Loan""]",,,[],Single State,False,,ROW-5520,,,,,,,,False,+91-1234567890,info@osprey-finvest-pl.cc,gemini+csv_verified,success,
817,2026-02-24T13:48:54.541864,2026-02-24T13:48:54.541868,P G Commercials Pvt. Ltd.,NBFC,https://vanicommercials.com/,,,,False,,[],,[],,,[],Single State,False,,ROW-5539,,,,,,,,False,,,gemini+csv_verified,success,
832,2026-02-24T13:52:33.601842,2026-02-24T13:52:33.601846,Parker Financial Services Private Limited,NBFC,https://parkerfinancial.com.au/,,,,False,,[],Financial Planning,[],"Nedlands, Western Australia",Western Australia,[],Single State,False,,TEMP-1771690975,,,,2008,3,,,False,+61 8 9389 8888,info@parkerfinancial.com.au,gemini+csv_verified,success,
838,2026-02-24T13:54:50.697941,2026-02-24T13:54:50.697944,Payme India Financial Services Private Limited,NBFC,https://www.paymeindia.in/,,,,False,,"[""Personal Loan""]",Digital Lending Platform,"[""Personal Loan""]","Noida, Uttar Pradesh",Uttar Pradesh,[],Regional,False,NBFC,TEMP-1771690989,,,,2016,,,,False,+91 8882600600,info@paymeindia.in,gemini+csv_verified,success,
841,2026-02-24T13:55:35.920956,2026-02-24T13:55:35.920959,Peak Mercantiles Pvt. Ltd,NBFC,https://peak-mercantiles-pvt-ltd.charteredone.com/U65993WB1982PTC035174,,,,False,,[],Financial intermediation,[],"Kolkata, West Bengal",West Bengal,[],Single State,False,NBFC,TEMP-1771690995,,,,1982,,,,False,,peakmercantiles@gmail.com,gemini+csv_verified,success,
842,2026-02-24T13:55:50.250328,2026-02-24T13:55:50.250330,Perfect Capital Services Limited,NBFC,https://perfectgroup.org/,,,,False,,"[""Business Loan"", ""Personal Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Working Capital""]",Loans,"[""Business Loan"", ""Personal Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Working Capital""]","Delhi, Delhi",Delhi,[],Regional,False,NBFC,TEMP-1771690997,,,,2017,,,,False,+91-9871000000,info@perfectgroup.org,gemini+csv_verified,success,
849,2026-02-24T13:57:49.586089,2026-02-24T13:57:49.586092,Piyush Suppliers Pvt Ltd,NBFC,https://piyushlimited.in/,,,,False,,[],,[],,,[],Single State,False,,TEMP-1771691013,,,,,,,,False,,,gemini+csv_verified,success,
850,2026-02-24T13:58:04.126905,2026-02-24T13:58:04.126908,PRABHAT FINANCE PRIVATE LIMITED,NBFC,https://www.prabhatsecuritiesltd.co.in/,,,,False,,[],,[],,,[],Single State,False,,TEMP-1771691014,,,,,,,,False,,,gemini+csv_verified,success,
