id,created_at,last_updated,company_name,company_type,website,aum_crores,aum_category,last_year_revenue,is_listed,stock_symbol,primary_loan_segments,primary_product,product_types,hq_location,hq_state,operating_states,operating_intensity,pan_india,rbi_category,rbi_registration_number,recent_funding,recent_funding_amount,recent_funding_year,established_year,employee_count,branch_count,ticket_size_min,ticket_size_max,has_subsidiaries,phone,email,rural_presence,data_source,extraction_status,quality_score,data_hash,error,rbi_status,rbi_verified_name,regulatory_tier,phone_valid,email_valid,email_domain_matches,segment_category_mismatch,pan_india_suspect,financial_source,geo_source,contact_source,regulatory_source,onboarding_tier
561,2026-04-03T00:56:00.545408,2026-04-03T00:56:00.543044,Ace Finlease Private Limited,NBFC,https://acegroup.in/companies,,,,False,,"[""Rural Loan"", ""Two Wheeler Loan""]",Rural Loan,"[""Rural Loan"", ""Two Wheeler Loan""]","Kochi, Kerala",Kerala,"[""Kerala""]",Single State,False,,,,,,1997,,,,,False,,,False,csv+gemini+scraper,success,0.23,027e24de565f5775c4c4,RBI registration number missing — needs manual review,unverified,,ND,False,False,False,False,False,gemini,scraper_verified,gemini_inferred,csv_provided,pending_review
562,2026-04-03T00:56:53.695336,2026-04-03T00:56:53.692874,Add - Truck Commercial Pvt Ltd,NBFC,https://asia.daimlertruck.com/en/press-releases/india/bharatbenz-customers-gain-attractive-finance-options,,,,False,,"[""MSME Loan"", ""Vehicle Loan""]",MSME Loan,"[""MSME Loan"", ""Vehicle Loan""]","New Delhi, Delhi",Delhi,"[""Delhi""]",Single State,False,,N-14.03300,,,,2011,,,,,False,,,False,csv+gemini,success,0.33,2cc1c846f624bba933fc,,unverified,,ND,False,False,False,False,False,gemini,gemini,gemini_inferred,csv_provided,pending_review
563,2026-04-03T00:57:33.413379,2026-04-03T00:57:33.410257,Advik Capital Ltd,NBFC,https://www.advik.co.in,1.03,Micro,1.05,True,ADVIK,"[""Two Wheeler Loan""]",Two Wheeler Loan,"[""Two Wheeler Loan""]","New Delhi, Delhi",Delhi,"[""Delhi"", ""Maharashtra""]",Regional,False,,,,,,2017,,,,,False,+912135669500,info@advik.co.in,True,csv+gemini+scraper,success,0.42,349231e186d18d98beff,RBI registration number missing — needs manual review,unverified,,ND-BL-Small,True,True,True,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
564,2026-04-03T00:57:58.601056,2026-04-03T00:57:58.598805,Aeroflex Finance Private Limited,NBFC,https://aeroflexfinance.com,1.03,Micro,1.05,False,,"[""Business Loan"", ""MSME Loan"", ""Personal Loan"", ""Working Capital""]",Business Loan,"[""Business Loan"", ""MSME Loan"", ""Personal Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,,U65929,,,,2016,,,,,False,+917718026400,corporate@aeroflexfinance.com,False,csv+gemini+scraper,success,0.52,cacd900e2128bdc4540d,,unverified,,ND-BL-Small,True,True,True,False,False,gemini,gemini,scraper_verified,csv_provided,provisional_lender
565,2026-04-03T00:58:20.325201,2026-04-03T00:58:20.322900,Agarwal Assignments Pvt. Ltd.,NBFC,https://www.agarwalassignments.com,,,,False,,"[""MSME Loan""]",MSME Loan,"[""MSME Loan""]","New Delhi, Delhi",Delhi,"[""Delhi""]",Single State,False,,,,,,1995,,,,,False,+917303961350,info@agarwalassignments.com,False,csv+gemini+scraper,success,0.39,a6a64df8e89d88d3133e,RBI registration number missing — needs manual review,unverified,,ND,True,True,True,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
566,2026-04-03T00:59:12.203895,2026-04-03T00:59:12.201922,Agarwal Fiscal Private Limited,NBFC,https://www.agarwalassignments.com,,,,False,,"[""MSME Loan""]",MSME Loan,"[""MSME Loan""]","Delhi, Delhi",Delhi,"[""Delhi""]",Single State,False,,,,,,2010,,,,,False,+917303961350,info@agarwalassignments.com,False,csv+gemini+scraper,success,0.39,bb9e048651241d4ef58b,RBI registration number missing — needs manual review,unverified,,ND,True,True,True,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
567,2026-04-03T00:59:32.997895,2026-04-03T00:59:32.995196,Agf Finlease Pvt. Ltd.,NBFC,https://agffinlease.com,,,,False,,"[""Business Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan""]",Business Loan,"[""Business Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan""]","New Delhi, Delhi",Delhi,"[""Delhi""]",Single State,False,,N-14.03400,,,,2018,,,,,False,+918447966862,info@agffinlease.com,False,csv+gemini+scraper,success,0.49,842cd9b994df98214baf,,unverified,,ND,True,True,True,False,False,gemini,scraper_verified,scraper_verified,csv_provided,provisional_lender
568,2026-04-03T00:59:51.159149,2026-04-03T00:59:51.156680,Agrim Fincap Pvt.Ltd.,NBFC,https://agrimfincap.com,,,,False,,"[""MSME Loan"", ""Personal Loan"", ""Rural Loan""]",MSME Loan,"[""MSME Loan"", ""Personal Loan"", ""Rural Loan""]","Noida, Uttar Pradesh",Uttar Pradesh,"[""Delhi"", ""Uttar Pradesh""]",Regional,False,,B-14.02333,,,,2010,,,,,False,01204643707,care@agrimfincap.com,False,csv+gemini+scraper,success,0.49,b9d03fbc291ae09397ca,,unverified,,ND,True,True,True,False,False,gemini,scraper_verified,scraper_verified,csv_provided,provisional_lender
569,2026-04-03T01:00:17.097147,2026-04-03T01:00:17.092728,Agro Indus Credits Limited (Formerly Known As Agro Indus Finance And Leasing (India)Ltd,NBFC,https://www.agroindus.co.in,1.0,Micro,1.0,False,,"[""Business Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""Vehicle Loan""]",Business Loan,"[""Business Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""Vehicle Loan""]","Kochi, Kerala",Kerala,"[""Kerala"", ""Tamil Nadu""]",Regional,False,,,,,,1995,,61,,,False,04842341289,agroindus@gmail.com,True,csv+gemini+scraper,success,0.42,c5a1401aebaa5107c6a0,RBI registration number missing — needs manual review,unverified,,ND-BL-Small,True,True,False,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
570,2026-04-03T01:00:38.468069,2026-04-03T01:00:38.465212,Almondz Finanz Limited,NBFC,https://almondzfinanz.com,1.0,Micro,1.0,True,ALMONDZFIN,"[""Personal Loan""]",Personal Loan,"[""Personal Loan""]","Gurugram, Haryana",Haryana,"[""Delhi"", ""Haryana""]",Regional,False,,,,,,1995,,,,,False,+911244763000,info@almondzfinanz.com,False,csv+gemini+scraper,success,0.39,2036f1b71a3c90a0d2b4,RBI registration number missing — needs manual review,unverified,,ND-BL-Small,False,True,True,False,False,gemini,scraper_verified,gemini_inferred,csv_provided,pending_review
571,2026-04-03T01:01:28.077004,2026-04-03T01:01:28.073669,Alpine Finlease Limited,NBFC,https://alpinefinlease.com,,,,False,,"[""Business Loan"", ""Consumer Durable Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Working Capital""]",Business Loan,"[""Business Loan"", ""Consumer Durable Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Working Capital""]","Dehradun, Uttarakhand",Uttarakhand,"[""Delhi"", ""Uttarakhand""]",Regional,False,,,,,,1995,,,,,False,+919837174795,contactus@alpinefinlease.com,True,csv+gemini+scraper,success,0.39,99e941429fc6cf2ac724,RBI registration number missing — needs manual review,unverified,,ND,True,True,True,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
572,2026-04-03T01:02:03.018448,2026-04-03T01:02:03.016636,Amber Distributors (P) Ltd,NBFC,https://amberdistributors.com,,,,False,,"[""Business Loan"", ""Gold Loan"", ""MSME Loan"", ""Personal Loan"", ""Rural Loan"", ""Working Capital""]",Business Loan,"[""Business Loan"", ""Gold Loan"", ""MSME Loan"", ""Personal Loan"", ""Rural Loan"", ""Working Capital""]","Delhi, Delhi",Delhi,"[""Delhi""]",Single State,False,,B.05.04359,,,,2009,,,,,False,+911145050000,info@amberdistributors.com,False,csv+gemini+scraper,success,0.46,a1c20992396c3843f532,,unverified,,ND,False,True,True,False,False,gemini,scraper_verified,gemini_inferred,csv_provided,provisional_lender
573,2026-04-03T01:02:25.000649,2026-04-03T01:02:24.990913,Ample Fincap Pvt Ltd,NBFC,https://www.amplefincap.com,,,,False,,"[""Business Loan"", ""Working Capital""]",Business Loan,"[""Business Loan"", ""Working Capital""]","Bhopal, Madhya Pradesh",Madhya Pradesh,"[""Chhattisgarh"", ""Madhya Pradesh""]",Regional,False,,,,,,2006,,,,,False,9522112001,ample.fincap@gmail.com,False,csv+gemini+scraper,success,0.39,22272915cb7177d06274,RBI registration number missing — needs manual review,unverified,,ND,True,True,False,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
574,2026-04-03T01:03:03.775450,2026-04-03T01:03:03.756539,Anand Rathi Global Finance  Ltd. [Formerly - Rathi Global Finance  Ltd.],NBFC,https://anandrathi.com,,,,False,,[],,[],"Mumbai, Maharashtra",Maharashtra,"[""Karnataka"", ""Maharashtra"", ""Uttar Pradesh"", ""Uttarakhand""]",Regional,False,,B-13.01682,,,,1995,,,,,False,18004201004,customersupport@rathi.com,False,csv+gemini+scraper,success,0.26,5174ddc5759cd55eb470,primary_loan_segments empty — needs manual review,unverified,,ND,False,True,False,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
575,2026-04-03T01:03:40.036732,2026-04-03T01:03:40.034220,Ankita Finvest (P)Ltd,NBFC,https://www.ankitafinancial.com,,,,False,,"[""Business Loan"", ""Consumer Durable Loan"", ""Credit Card"", ""EV Loan"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Micro Loan"", ""Personal Loan"", ""Rural Loan"", ""Supply Chain Finance"", ""Two Wheeler Loan"", ""Vehicle Loan"", ""Working Capital""]",Business Loan,"[""Business Loan"", ""Consumer Durable Loan"", ""Credit Card"", ""EV Loan"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Micro Loan"", ""Personal Loan"", ""Rural Loan"", ""Supply Chain Finance"", ""Two Wheeler Loan"", ""Vehicle Loan"", ""Working Capital""]","New Delhi, Delhi",Delhi,"[""Andaman and Nicobar Islands"", ""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chandigarh"", ""Chhattisgarh"", ""Dadra and Nagar Haveli"", ""Delhi"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jammu & Kashmir"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Ladakh"", ""Lakshadweep"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Puducherry"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal""]",Pan India,True,,,,,,1995,,,,,False,+911145050000,info@ankitafinancial.com,False,csv+gemini,success,0.36,57fc4a32377a70abf926,RBI registration number missing — needs manual review,unverified,,ND,False,True,True,False,True,gemini,gemini,gemini_inferred,csv_provided,pending_review
576,2026-04-03T01:04:00.971127,2026-04-03T01:04:00.967634,Annapurna Finance Private Limited.,NBFC,https://annapurnafinance.in,10000.0,Mid,1490.0,False,,"[""Micro Loan"", ""Microfinance"", ""Rural Loan""]",Micro Loan,"[""Micro Loan"", ""Microfinance"", ""Rural Loan""]","Khandagiri, Odisha",Odisha,"[""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Gujarat"", ""Haryana"", ""Jharkhand"", ""Karnataka"", ""Madhya Pradesh"", ""Maharashtra"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal""]",Regional,False,,,,,,2009,10000,,,,False,18008437200,info@ampl.net.in,False,csv+gemini+scraper,success,0.48,214de8122c542edd18e9,RBI registration number missing — needs manual review,unverified,,MFI,False,True,False,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
577,2026-04-03T01:04:21.338748,2026-04-03T01:04:21.336319,Anson Fincorp Pvt. Ltd,NBFC,https://www.ansonfincorp.in,,,,False,,"[""Gold Loan"", ""Rural Loan""]",Gold Loan,"[""Gold Loan"", ""Rural Loan""]","Perumbavoor, Kerala",Kerala,"[""Kerala"", ""Tamil Nadu""]",Regional,False,,,,,,1996,,,,,False,18004252277,info@anson.co.in,True,csv+gemini+scraper,success,0.41,c1b67f1f7de14e3dc640,RBI registration number missing — needs manual review,unverified,,ND,False,True,False,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
578,2026-04-03T01:04:43.624171,2026-04-03T01:04:43.621099,Antworks P2P Financing Private Limited,NBFC,https://www.antworksp2p.com,,,,False,,"[""Credit Card"", ""Personal Loan""]",Credit Card,"[""Credit Card"", ""Personal Loan""]","Gurugram, Haryana",Haryana,"[""Haryana""]",Single State,False,,,,,,2017,,,,,False,+911244240000,info@antworksmoney.com,False,csv+gemini+scraper,success,0.36,766d51ba72b4fd0bac13,RBI registration number missing — needs manual review,unverified,,P2P,False,True,False,False,False,gemini,scraper_verified,gemini_inferred,csv_provided,pending_review
579,2026-04-03T01:05:06.917856,2026-04-03T01:05:06.914462,Anugrah Apex Finance Private Limited,NBFC,https://www.apexfinancials.in,,,,False,,"[""Business Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Working Capital""]",Business Loan,"[""Business Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Working Capital""]","New Delhi, Delhi",Delhi,"[""Delhi"", ""Haryana""]",Regional,False,,B-14.00473,,,,1995,,,,,False,+911145050000,info@apexfinancials.in,False,csv+gemini+scraper,success,0.46,d9c71f231d670ebbfefd,,unverified,,ND,False,True,True,False,False,gemini,scraper_verified,gemini_inferred,csv_provided,provisional_lender
580,2026-04-03T01:05:31.066224,2026-04-03T01:05:31.062078,Apaar Source Finance Private Limited,NBFC,https://apaarfinance.com,,,,False,,"[""Business Loan"", ""MSME Loan"", ""Personal Loan""]",Business Loan,"[""Business Loan"", ""MSME Loan"", ""Personal Loan""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,,,,,,2022,,,,,False,+912248890000,info@apaarfinance.com,False,csv+gemini,success,0.36,08f84adfb05542c425f4,RBI registration number missing — needs manual review,unverified,,ND,False,True,True,False,False,gemini,gemini,gemini_inferred,csv_provided,pending_review
581,2026-04-03T01:05:48.904068,2026-04-03T01:05:48.900968,Aparoksha Financial Services Private Limited,NBFC,https://aparokshafinserv.com,,,,False,,"[""MSME Loan"", ""Two Wheeler Loan""]",MSME Loan,"[""MSME Loan"", ""Two Wheeler Loan""]","Bengaluru, Karnataka",Karnataka,"[""Karnataka""]",Single State,False,,,,,,2022,,,,,False,18002028313,reachus@aparokshafinserv.com,True,csv+gemini+scraper,success,0.39,d1f6895540f1a2252618,RBI registration number missing — needs manual review,unverified,,ND,False,True,True,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
582,2026-04-03T01:06:09.881503,2026-04-03T01:06:09.878045,Apex Capital And Finance Limited,NBFC,https://www.apexfinancials.in,,,,False,,"[""Business Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Working Capital""]",Business Loan,"[""Business Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Working Capital""]","New Delhi, Delhi",Delhi,"[""Delhi"", ""Haryana""]",Regional,False,,B-14.00473,,,,1995,,,,,False,+911145050078,info@apexfinancials.in,False,csv+gemini+scraper,success,0.46,8ace454fc7a7fabe27be,,unverified,,ND,False,True,True,False,False,gemini,scraper_verified,gemini_inferred,csv_provided,provisional_lender
583,2026-04-03T01:06:31.148634,2026-04-03T01:06:31.145161,Appreciate Fincaap Private Limited,NBFC,https://appreciatewealth.com,,,,False,,"[""MSME Loan"", ""Personal Loan"", ""Rural Loan""]",MSME Loan,"[""MSME Loan"", ""Personal Loan"", ""Rural Loan""]","Navi Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,,,,,,2018,,,,,False,+917039325849,helpdesk@ppreciate.com,False,csv+gemini+scraper,success,0.39,d6fefbcebe39937fb83c,RBI registration number missing — needs manual review,unverified,,ND,True,True,False,False,False,gemini,gemini,scraper_verified,csv_provided,pending_review
584,2026-04-03T01:06:50.736202,2026-04-03T01:06:50.734024,Aquila Finance Ltd.,NBFC,https://www.aquilafinance.co.in,,,1.01,False,,"[""Business Loan"", ""Gold Loan"", ""Home Loan"", ""Personal Loan""]",Business Loan,"[""Business Loan"", ""Gold Loan"", ""Home Loan"", ""Personal Loan""]","Thrissur, Kerala",Kerala,"[""Kerala""]",Single State,False,,,,,,1995,,,,,False,04872992312,info@aquilafinance.co.in,False,csv+gemini+scraper,success,0.38,f897bb514226f5a2dc08,RBI registration number missing — needs manual review,unverified,,ND,True,True,True,False,False,gemini,gemini,scraper_verified,csv_provided,pending_review
585,2026-04-03T01:07:41.342481,2026-04-03T01:07:41.339562,Arham Credit Capital Pvt Ltd *,NBFC,https://arhamfinance.com,,,,False,,"[""Business Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Supply Chain Finance"", ""Vehicle Loan""]",Business Loan,"[""Business Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Supply Chain Finance"", ""Vehicle Loan""]","Delhi, Delhi",Delhi,"[""Delhi""]",Single State,False,,,,,,1992,,,,,False,919311226661,arhamnbfc.finance@gmail.com,False,csv+gemini+scraper,success,0.39,1d2fe08ad6792a25cca7,RBI registration number missing — needs manual review,unverified,,ND,False,True,False,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
586,2026-04-03T01:08:03.924870,2026-04-03T01:08:03.922002,Arihant's Securities Limited,NBFC,https://kksecurities.com,,,1.09,True,KKSEC,"[""Rural Loan""]",Rural Loan,"[""Rural Loan""]","New Delhi, Delhi",Delhi,"[""Delhi""]",Single State,False,,,,,,1994,,,,,False,+911145600000,kkslig@hotmail.com,False,csv+gemini+scraper,success,0.38,e642453195551c0349c7,RBI registration number missing — needs manual review,unverified,,unknown,False,True,False,False,False,gemini,scraper_verified,scraper_verified,csv_provided,pending_review
587,2026-04-03T01:08:24.712370,2026-04-03T01:08:24.697882,Arise Investments and Capital Private Limited,NBFC,https://arisecapital.in,10.5,Micro,1.2,False,,"[""Home Loan"", ""MSME Loan"", ""Personal Loan""]",Home Loan,"[""Home Loan"", ""MSME Loan"", ""Personal Loan""]","Chennai, Tamil Nadu",Tamil Nadu,"[""Tamil Nadu""]",Single State,False,,N-07.00900,,,,2018,,,,,False,18001038416,info@arisecapital.in,True,csv+gemini+scraper,success,0.5,4f67af31ec177e27b0bf,,unverified,,ND-BL-Small,False,True,True,False,False,gemini,scraper_verified,scraper_verified,csv_provided,provisional_lender
588,2026-04-03T01:08:53.559436,2026-04-03T01:08:53.555656,Arohan Financial Services Limited,NBFC,https://www.arohan.in,5000.41,Mid,1214.41,False,,"[""Business Loan"", ""MSME Loan"", ""Microfinance"", ""Rural Loan""]",Business Loan,"[""Business Loan"", ""MSME Loan"", ""Microfinance"", ""Rural Loan""]","Kolkata, West Bengal",West Bengal,"[""Assam"", ""Bihar"", ""Chhattisgarh"", ""Gujarat"", ""Haryana"", ""Jharkhand"", ""Karnataka"", ""Madhya Pradesh"", ""Maharashtra"", ""Meghalaya"", ""Odisha"", ""Rajasthan"", ""Tamil Nadu"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal""]",Regional,False,,,,,,2006,,,,,False,18001030003,customercare@arohan.in,False,csv+gemini+scraper,success,0.41,d9f6bc40691265d3cf6b,RBI registration number missing — needs manual review,unverified,,MFI,False,True,True,False,False,gemini,scraper_verified,gemini_inferred,csv_provided,pending_review
